,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
68,"Rangers are prepared to make an offer fo...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #ep...
https://t.co/JTMyupnRvP",rangers are prepared to make an offer fo premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal ep ,0.0,0.0,positive,0.0,0.921,0.079,0.2263,199,23
69,"🔷🤝📲🌎📡   #Chelsea fan with less than 1000 followers?  Follow me, Retweet this tweet, reply to this tweet, with 🔵🔵 and let's all follow you back 🤝🌏📲  https://t.co/yLpf7iYw2K  #Chelseafollowtrain  #Cfc", chelsea fan with less than 1000 followers follow me retweet this tweet reply to this tweet with and let all follow you back chelseafollowtrain cfc,-0.08333333333333333,0.03333333333333333,positive,0.0,0.913,0.087,0.3182,147,25
70,"Pep Guardiola has discussed Erling Haal...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #A...
https://t.co/DAggkaUKt4",pep guardiola has discussed erling haal mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,199,21
71,"Celtic have decided to cut forward Odson...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplre...
https://t.co/OE6w4yPZOE",celtic have decided to cut forward odson premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplre ,0.0,0.0,negative,0.091,0.909,0.0,-0.2732,202,22
72,"Liverpool are among the teams k...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivesco...
https://t.co/lQVOo2iX1T",liverpool are among the teams premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivesco ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,21
73,Boehly takes decision on signing Ronaldo for Chelsea - EPL - https://t.co/v2tyoyIbMI #Sport  #Boehly #chelsea #EPL #ronaldo #BBnaija #Messi #Wizkid #Davido,boehly takes decision on signing ronaldo for chelsea epl sport boehly chelsea epl ronaldo bbnaija messi wizkid davido,0.0,0.0,neutral,0.0,1.0,0.0,0.0,117,18
74,💙  DONT MISS THE #ChelseaFollowTrain 🚂  I'll be connecting the #Chelsea fanbase together https://t.co/lAhxw2kmSW 💎🔻🌍   #Chelseafc  #Cfc, dont miss the chelseafollowtrain ll be connecting the chelsea fanbase together chelseafc cfc,0.0,0.0,positive,0.0,0.893,0.107,0.1139,93,13
75,"Robert Kalfin, Founder of an Adventurous Theater, Dies at 89

#Chelsea 

https://t.co/YM2iaWZcgp https://t.co/RttctkVbAf",robert kalfin founder of an adventurous theater dies at 89 chelsea ,0.5,0.9,positive,0.0,0.806,0.194,0.34,67,11
76,"Playoff Scenarios
 Who can cl...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #...
https://t.co/XcyXTv9YFc",playoff scenarios who can cl premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplresults ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,195,20
77,"As if t...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #plta...
https://t.co/XnF0L1Igln",as if premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla plta ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,180,20
78,"Learn to Speak Spanish fluently with Online Native Tutors ♥ https://t.co/ADMTP7No1k Learn, speak, and connect! RT #learning #lessons #classes #teacher #course #Roxbury #Revere #Chelsea #Dorchester #Somerville #Fellsway #Stoneham #Newton #Peabody #Framingham #Brockton #Lawrence https://t.co/UCLMs2g0pq",learn to speak spanish fluently with online native tutors learn speak and connect rt learning lessons classes teacher course roxbury revere chelsea dorchester somerville fellsway stoneham newton peabody framingham brockton lawrence ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,232,31
79,"The Premier League and the Engl...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arse...
https://t.co/2S4G2fRSvo",the premier league and the engl mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arse ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,196,22
80,"60 Hikes Within 60 Miles: Philadelphia: Including Surrounding Counties and Hunterdon and Mercer, NJ J1KPSIM

https://t.co/kQQ2MIotpe

#sister #zelda #london #dfwtraffic #chelsea #ncpol #nfl #classics #retrogaming #crush #head #itv #lip #traveling #wheat #slippers https://t.co/gnPWkJWYUt",60 hikes within 60 miles philadelphia including surrounding counties and hunterdon and mercer nj j1kpsim sister zelda london dfwtraffic chelsea ncpol nfl classics retrogaming crush head itv lip traveling wheat slippers ,0.0,0.0,negative,0.051,0.949,0.0,-0.1531,219,31
81,"Belgium 1 Canada 0: Chelsea flop Batshuayi seals World Cup win against run of play after De Bruyne and Co are dominated
#Sports_Athletics
#Batshuayi #Belgium #Bruyne #Canada #Chelsea #Cup #dominated #flop #Play #run #seals #Win #World #Sports_Athletic...
https://t.co/c2vWFUc90k",belgium 1 canada 0 chelsea flop batshuayi seals world cup win against run of play after de bruyne and co are dominated sports athletics batshuayi belgium bruyne canada chelsea cup dominated flop play run seals win world sports athletic ,0.8,0.4,positive,0.1,0.643,0.257,0.8225,236,39
82,"🔷🤝📲🌎📡  There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/vAJbRXLlsN 🤝🔵  #Chelseafollowtrain  #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
83,"Liverpoo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #c...
https://t.co/2DdYteN3WV",liverpoo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,19
84,"Inter Milan and Juventus are both interested in signing #Chelsea outcast Christian Pulisic after the World Cup.
#CFC

Via @fichajesnet",inter milan and juventus are both interested in signing chelsea outcast christian pulisic after the world cup cfc via ,0.125,0.25,positive,0.0,0.87,0.13,0.4019,118,19
85,"Please help support my firsties by donating a dollar to our classroom!

First year, first grade teacher! I am teaching 24 students, and any resources would be appreciated. 

#clearthelist #kidlit #stem #yalit #books #chelsea #k12 #avfc

https://t.co/rIgrjxayIk https://t.co/h1H4XaEnoq",please help support my firsties by donating dollar to our classroom first year first grade teacher am teaching 24 students and any resources would be appreciated clearthelist kidlit stem yalit books chelsea k12 avfc ,0.2333333333333333,0.25555555555555554,positive,0.0,0.732,0.268,0.875,216,34
86,"Nuno Espirito Santo will bring an end to...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #ep...
https://t.co/d4I5bEyvIq",nuno espirito santo will bring an end to premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal ep ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,199,23
87,"🙌😁   There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/wmkwrfmOo9 🤝🔵   #Chelseafollowtrain   #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
88,"Please help support my firsties by donating a dollar to our classroom!

First year, first grade teacher! I am teaching 24 students, and any resources would be appreciated. 

#clearthelist #kidlit #stem #yalit #books #chelsea #k12 #avfc

https://t.co/rIgrjxayIk https://t.co/mfJhd6c0ZL",please help support my firsties by donating dollar to our classroom first year first grade teacher am teaching 24 students and any resources would be appreciated clearthelist kidlit stem yalit books chelsea k12 avfc ,0.2333333333333333,0.25555555555555554,positive,0.0,0.732,0.268,0.875,216,34
89,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/STAhVBZbd2",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
90,"Manchester City made contact with Erling...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplres...
https://t.co/sFShQTsalB",manchester city made contact with erling premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplres ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,203,21
91,"Losses Pile Up in FTX Bankruptcy Turmoil

#Apple #Chelsea #Credit #English #Fenway #HK #Manchester 

https://t.co/4sIcaLO5Zk https://t.co/9DEIssO64N",losses pile up in ftx bankruptcy turmoil apple chelsea credit english fenway hk manchester ,0.0,0.0,negative,0.277,0.585,0.138,-0.3818,91,14
92,"Please help support my firsties by donating a dollar to our classroom!

First year, first grade teacher! I am teaching 24 students, and any resources would be appreciated. 

#clearthelist #kidlit #stem #yalit #books #chelsea #k12 #avfc

https://t.co/rIgrjxayIk https://t.co/Gz7l6npzj8",please help support my firsties by donating dollar to our classroom first year first grade teacher am teaching 24 students and any resources would be appreciated clearthelist kidlit stem yalit books chelsea k12 avfc ,0.2333333333333333,0.25555555555555554,positive,0.0,0.732,0.268,0.875,216,34
93,"Liverpoo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #c...
https://t.co/OK3PpS0UZB",liverpoo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,19
94,"Solid Color Elastic Leather Suspenders Braces Men Women Black Blue Red Adjustable Straps For Wedding BH8NEIC

https://t.co/GmPM9U2paq

#williamsport #dropping #totebag #concert #abstract #steam #guy #chelsea #cancer #community #pets #missing #entertainment https://t.co/O4X833DhRD",solid color elastic leather suspenders braces men women black blue red adjustable straps for wedding bh8neic williamsport dropping totebag concert abstract steam guy chelsea cancer community pets missing entertainment ,-0.07333333333333333,0.13666666666666666,negative,0.183,0.694,0.122,-0.4939,218,29
95,🙌😁   #Chelseafollowtrain   🚂  ❗️FOLLOW EVERYONE THAT COMMENTS   https://t.co/ITgiBWK6Bl  #Chelsea   #Cfc, chelseafollowtrain follow everyone that comments chelsea cfc,0.0,0.0,neutral,0.0,1.0,0.0,0.0,61,7
96,"2022 Harajuku Men's Parkas Warm Thicken Fashion Coat Oversize Winter Casual Jacket Male Streetwear H XJHWLBO

https://t.co/duSMPG8TwI

#chelsea #exercise #decoration #beat #srilanka #rock #design #morning #cosplay #scene #avengers #fakeaccount #couchpotato https://t.co/jE3qwqneR3",2022 harajuku men parkas warm thicken fashion coat oversize winter casual jacket male streetwear xjhwlbo chelsea exercise decoration beat srilanka rock design morning cosplay scene avengers fakeaccount couchpotato ,0.03333333333333329,0.5222222222222223,positive,0.0,0.875,0.125,0.4019,214,28
97,"Chelsea are keeping tabs on Bayer Leverk...

#premierleague, #livematch, #livestream, #skysports, #Manchsetercity, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplres...
https://t.co/49rmDbzNJM",chelsea are keeping tabs on bayer leverk premierleague livematch livestream skysports manchsetercity epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplres ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,203,22
98,"Manchest...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllives...
https://t.co/ezIPJcJiny",manchest mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea arsenal eplresults epllives ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,196,19
99,Chelsea vs Real Madrid was on DAZN España [$] (geo/R). With commentary from Sonia Lus. Co-commentator is David Menayo.  For more details see https://t.co/5dhoNX4j28 #Chelsea #RealMadrid #DAZNEspaageoR,chelsea vs real madrid was on dazn espa geo with commentary from sonia lus co commentator is david menayo for more details see chelsea realmadrid daznespaageor,0.35,0.4,neutral,0.0,1.0,0.0,0.0,159,26
100,Chelsea vs Real Madrid was on YouTube: DAZN UEFA Women's Champions League. With commentary from Sonia Lus. Co-commentator is David Menayo.  For more details see https://t.co/5dhoNX4j28 #Chelsea #RealMadrid #YouTubeDAZNUEFAWomensChampionsLeague,chelsea vs real madrid was on youtube dazn uefa women champions league with commentary from sonia lus co commentator is david menayo for more details see chelsea realmadrid youtubedaznuefawomenschampionsleague,0.35,0.4,positive,0.0,0.892,0.108,0.5267,209,29
101,"Please help support my firsties by donating a dollar to our classroom!

First year, first grade teacher! I am teaching 24 students, and any resources would be appreciated. 

#clearthelist #kidlit #stem #yalit #books #chelsea #k12 #thiccsgiving 

https://t.co/rIgrjxayIk https://t.co/4obeFtGWig",please help support my firsties by donating dollar to our classroom first year first grade teacher am teaching 24 students and any resources would be appreciated clearthelist kidlit stem yalit books chelsea k12 thiccsgiving ,0.2333333333333333,0.25555555555555554,positive,0.0,0.732,0.268,0.875,224,34
